Formula,Space Group Number,Formation Energy,Volume,Density,Total Magnetization
SbF5,2,-2.5724721699999997,207.25496622092612,3.473259984020274,0.0010385
SbO2,2,-1.590755009166666,418.9875119647583,4.875037788811456,0.001003199999999
SbO2,2,-1.676330107499999,218.16493744533943,4.681274584693635,2.8400000000000003e-05
SbS,2,-0.156671731406252,199.53338640242487,2.560297567491599,7e-07
Sc12I25,2,-1.396163598513513,2644.2155382727037,4.66229642978602,0.279623199999999
Sc2Te3,2,-1.480490958999999,610.6110570880912,5.14210440105083,0.0
Si8C3,2,0.394957125799042,675.4456003157994,2.563814282833018,0.0020671
Si8C3,2,0.441672806480861,635.1433534140515,2.72649799145022,0.129264699999999
SiO2,2,-2.973356780925927,625.7995292152056,2.869771887922255,0.0008627
SiO2,2,-3.249235487166667,1239.613003990601,1.609733477424321,0.0
SiO2,2,-3.010651051875,1702.291483475245,0.937769622156823,0.0001761
SiO2,2,-3.254014431875001,930.0985084431348,1.716331363579386,0.0
SiO2,2,-3.256902887083333,900.8671397311537,1.772022944177718,0.0
SiO2,2,-3.130573247083333,370.94474956889024,2.151745297803292,0.0004548
SiSn3,2,0.321408698749998,101.04473317165954,6.314083156213392,2.01e-05
Sm10Pd21,2,-0.8750062251612881,1232.069895095692,10.077013458520756,0.0015716
Sm5Se9,2,-1.9553446327232111,710.3087609214818,6.837699001228976,0.0028557
SnF3,2,-2.4507988371875,290.9896397538415,4.010663266125295,0.0004098
SnS,2,-0.38690704640625,181.2649855364829,2.7624505309242293,0.0
Sr25Cl52,2,-2.057289471493509,2213.549671017992,3.026228718767107,0.052363799999999
Sr25Cl52,2,-2.653600156038964,2213.5496065750904,3.026228806869474,2.5528089
Sr25Cl52,2,-0.936696114220781,2213.549671017992,3.026228718767107,0.0141024
Sr4Bi11,2,-0.292741316000001,563.3631511745539,7.808829925742778,0.001715599999999
SrAs3,2,-0.7156445568750021,208.77151777230927,4.969328860058033,2e-07
SrN6,2,-0.08447188107143,217.9562142777612,2.615648920357062,2.6200000000000003e-05
Ta5S8,2,-1.354810599743589,239.96619916700968,8.035784234822264,6e-07
Ta6S,2,3.795641965500002,248.2834791774168,14.951226991586683,0.0001579
Ta6S,2,-0.327749161642858,245.12609671445745,15.14380845286598,0.0
TaF5,2,-1.645049840805552,207.7038256100948,4.412138068577315,5e-07
TaF5,2,-3.3275412733055543,207.70383917474933,4.412137780430841,0.000521499999999
TaI4,2,-0.7561462344666701,836.3002751272397,5.468802909238106,0.0
TaSe2,2,-0.924029993101495,915.848520195468,7.987285484138481,3.5600000000000005e-05
TaSe2,2,-0.312214725486114,580.8861828790899,4.843490598854941,1.002342
Tb11O20,2,-3.443441589462364,443.9477438174884,7.73575696351309,7.0025183
Tb11O20,2,-3.455036693333331,444.7143907479445,7.722421226118004,6.9988364
Tb6O11,2,-3.420675259558822,971.0174058658856,7.726553278742322,15.9979104
Tc2As3,2,-0.324703084500001,330.8046508531559,8.448446978579955,0.0
Tc2P3,2,-0.591620003785712,287.27771564146167,6.680157303590993,0.0
TcS2,2,-0.726010757708332,229.4155268124772,4.694071105098641,0.0
Te10Rh7,2,-0.438260704705883,772.153128545463,8.58637476649805,9e-07
Te16Rh11,2,0.022388247138047,649.2505028929442,8.116776447591874,0.004315999999999
Te16Rh9,2,-0.444035607999953,612.3257832876953,8.04810791760701,0.004843699999999
Te2Ir,2,-0.334517902666668,375.8845223107347,9.882734769094728,1e-07
Te8Ir3,2,-0.285929309090906,820.1177574193883,9.703349678073412,1e-07
TeI,2,-0.264790724583333,667.4005933186443,5.065798493919578,0.0
TeI4,2,-0.258951844666666,1618.558472763417,3.910161262999544,0.040977
TeO2,2,-1.468215429444444,279.3866504562564,5.691468263419571,0.0
Ti10O11,2,-2.8561154989682533,424.9611675424274,5.116204652109295,0.000431199999999
Ti11O14,2,-2.952311218633332,251.9507727658965,4.946530019412183,0.0340944
Ti13Pt42,2,0.000797484548919,1530.3598592702342,9.565710021807512,1.2929347
Ti13S24,2,-1.6392080771171171,711.8512177402151,3.246731468609211,2.7e-06
